Path,Source,Mechanism,Start Node,Relationship Source,End Node,PMID,REL_type,Evidences
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,35858406,POSITIVE_CORRELATION,"Although there was enrichment for microglial and astrocyte activation in the gene set upregulated in infection, genes associated with high SARS-CoV-2 E and N were overwhelmingly enriched in two reactive astrocyte states that appear to be downstream of Nuclear factor kappa B (NF-κB) signaling."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL6,SCAI,COVID-19,32169119,POSITIVE_CORRELATION,"Additionally, inflammatory factors (interleukin (IL)-6, IL-10, tumor necrosis factor-α(TNF-α) increase, indicating the immune status of patients. The data showed that ICU patients had higher plasma levels of IL-2, IL-7, IL-10, granulocyte colony-stimulating factor (GCSF), 10 kD interferon-gamma-induced protein (IP-10), monocyte chemo-attractant protein-1 (MCP-1), macrophage inflammatory protein 1-α(MIP-1α), and TNF-α[48]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL1B,SCAI,COVID-19,32113704,INCREASES,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL10,SCAI,COVID-19,32164424,INCREASES,"Plasma concentration of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNFα were higher among ICU admitted patients."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL10,SCAI,COVID-19,32113704,INCREASES,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL10,SCAI,COVID-19,32169119,POSITIVE_CORRELATION,"Additionally, inflammatory factors (interleukin (IL)-6, IL-10, tumor necrosis factor-α(TNF-α) increase, indicating the immune status of patients. The data showed that ICU patients had higher plasma levels of IL-2, IL-7, IL-10, granulocyte colony-stimulating factor (GCSF), 10 kD interferon-gamma-induced protein (IP-10), monocyte chemo-attractant protein-1 (MCP-1), macrophage inflammatory protein 1-α(MIP-1α), and TNF-α[48]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL10,SCAI,COVID-19,32113704,POSITIVE_CORRELATION,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL2,SCAI,COVID-19,32169119,POSITIVE_CORRELATION,"Additionally, inflammatory factors (interleukin (IL)-6, IL-10, tumor necrosis factor-α(TNF-α) increase, indicating the immune status of patients. The data showed that ICU patients had higher plasma levels of IL-2, IL-7, IL-10, granulocyte colony-stimulating factor (GCSF), 10 kD interferon-gamma-induced protein (IP-10), monocyte chemo-attractant protein-1 (MCP-1), macrophage inflammatory protein 1-α(MIP-1α), and TNF-α[48]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL2,SCAI,COVID-19,32113704,POSITIVE_CORRELATION,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL2,SCAI,COVID-19,32164424,INCREASES,"Plasma concentration of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNFα were higher among ICU admitted patients."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL1R1,SCAI,COVID-19,32113704,INCREASES,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL12A,SCAI,COVID-19,,ASSOCIATION,"Additionally, interleukin (IL)-12 seems to play a vital role in SARS."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL9,SCAI,COVID-19,32113704,INCREASES,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL7,SCAI,COVID-19,32169119,POSITIVE_CORRELATION,"Additionally, inflammatory factors (interleukin (IL)-6, IL-10, tumor necrosis factor-α(TNF-α) increase, indicating the immune status of patients. The data showed that ICU patients had higher plasma levels of IL-2, IL-7, IL-10, granulocyte colony-stimulating factor (GCSF), 10 kD interferon-gamma-induced protein (IP-10), monocyte chemo-attractant protein-1 (MCP-1), macrophage inflammatory protein 1-α(MIP-1α), and TNF-α[48]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL7,SCAI,COVID-19,32113704,POSITIVE_CORRELATION,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL7,SCAI,COVID-19,32113704,INCREASES,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
 iL10  →  COVID-19, SCAI-DMaps,"""""",IL7,SCAI,COVID-19,32164424,INCREASES,"Plasma concentration of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNFα were higher among ICU admitted patients."
 Parkinson  →   neuroinflammation  →   Blood-Brain Barrier, CBM," """"",neuroinflammation,CBM,Blood-Brain Barrier,35674870,DECREASES,"Of note, in PD as well as in other brain diseases, neuroinflammation also dampens BBB integrity, making it more porous to substances, including toxins and bacterial metabolites, which may otherwise not be permitted through"
  Neuroinflammation  →  Cognition, CBM," """"",neuroinflammation,CBM,cognition,30342839,DECREASES,"Additionally, neuroinflammation is a predictive indicator in the development of non-motor symptoms and cognitive decline [69, 70], further illuminating its role as an aggravator and potential therapeutic target."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,33941622,ASSOCIATION,"These data suggest that SARS-CoV-2 infection is associated with inflammation of the olfactory mucosa in patients with olfactory impairment, we thus measured the profile of local cytokine and inflammatory mediators."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,38237586,INCREASES,"Remarkably, the same transcriptional signatures identified in SARS-CoV-2 infected DA neurons in vitro (Figures S3I, S3J, S3K, and 3C) were observed in COVID-19 autopsy samples, including the induction of chemokine/cytokine (cohort 1, Figure 7A), inflammation (cohort 1, Figure 7B), senescence-associated (cohort 1, Figure 7C) genes, and SASP associated genes (cohort 1, Figure 7D)."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,37798476,INCREASES,"In autopsy specimens, renal histomorphological alterations include acute tubular necrosis, thrombotic microangiopathy, interstitial inflammation and fibrosis."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,37798476,INCREASES,"COVID-19 autopsy lungs revealed endothelial injury, microangiopathy (injury of capillaries with thickening and weakening of the vessel walls) and intussusceptive angiogenesis (an aberrant blood vessel neoformation), and perivascular inflammation."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,37798476,INCREASES,"Studies employing Syrian hamsters exhibit often mild to moderate disease courses with a pulmonary pathology resembling COVID-19, that is, respiratory tract and lung pathology, alveolar and perivascular oedema and endotheliitis."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,36314791,INCREASES,"Hierarchical clustering revealed that SARS-CoV-2 induced increased transcription of inflammatory chemokines, including CCL3 and CXCL3 (Fig. S2A and B), indicating the activation of an intrinsic inflammatory response."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,36280755,INCREASES,"The current study’s first major finding is that (a) Long COVID is associated with decreased ANTIOX, including Gpx, and a mild inflammatory process; and (b) 31.7% of Long COVID patients belong to a cluster characterized by decreased SpO2, antioxidant levels, zinc, and Gpx, and increased body temperature, CRP, and OSTOX (increased MPO, NOx, MDA, and (PCs))."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,35858406,INCREASES,"In addition to an increase in inflammatory and reactivity gene expression in microglia, there was an increased abundance of CD14, IFITM3, and TREM2 protein in infected astrocytes."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,35858406,INCREASES,"Additionally, many indicators of inflammation, cytokine secretion, and immune activation had increased expression."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,35858406,INCREASES,"Among the top upregulated genes were those implicated in inflammation, injury response, and microglial activation (DGE_VolcanoPlot) (Fig. 3B, Right). Microglia markers and activation genes—including TREM2, CD4, SPP1, ITGAX—were also increased in infected cortical tissue."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,35858406,INCREASES,"Differential gene expression analysis revealed an increase in expression for genes involved in inflammation, the innate immune response, and the defense response to viral infection (Fig. 3 B)."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,33824483,INCREASES,"However, the striking finding in COVID-19 compared with SARS-CoV is the more extensive viral infection within the lungs, which results in more diffuse inflammation involving the pulmonary vessels"
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,33257876,INCREASES,"A correlate of this HLA-DR-positive, presumably myeloid-driven inflammatory response was found in the CSF, where levels of inflammatory mediators such as interleukin (IL)-6, IL-18, CC-chemokine ligand 2 (CCL2) and soluble intercellular adhesion molecule-1 (sICAM-1) were found to be increased (Supplementary Fig. 4a)30."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,32622375,INCREASES,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,32622375,INCREASES,"SARS-CoV-2 can cause damage to endothelial cells, activating inflammatory and thrombotic pathways."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,36314791,POSITIVE_CORRELATION,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F)."
 Covid19  →  inflamamtory response, CBM," """"",COVID-19,CBM,inflammatory response,33941622,POSITIVE_CORRELATION,"Together, this first set of data indicates that SARS-CoV-2 exhibits an unambiguous tropism for the olfactory neuroepithelium, and this infection is associated with increased local inflammation."
 neuroinflamamtion  →   inflamamtory response, CBM," """"",neuroinflammation,CBM,inflammatory response,30342839,INCREASES,Neuroinflammation has been closely linked with neurodegenerative diseases and is often characterized by the activation of glial cells and the overexpression of pro-inflammatory mediators.
 Parkinsons disease  →  neuroinflammation, CBM," """"",Parkinson's disease,CBM,neuroinflammation,30342839,INCREASES,The role of neuroinflammation in PD is supported by the presence of activated microglia in the substantia nigra of PD patients [68] as well as several pre-clinical studies in PD animal models.
 Parkinsons disease  →  neuroinflammation, CBM," """"",Parkinson's disease,CBM,neuroinflammation,24275605,INCREASES,"PD pathology is characterized by chronic neuroinflammation, Lewy body inclusions, and loss of dopamine-producing (DA) neurons in the substantia nigra parts compacta (SNpc) of the midbrain [4, 6]"
 Mental fatigue  →  cognition, CBM," """"",Mental Fatigue,CBM,cognition,38388736,DECREASES,"Six participants with brain fog showed mild-to-moderate cognitive impairment on the Montreal Cognitive Assessment (MOCA) test (score 18–25) along with deficits in recall, executive functioning and word finding."
 long covid  →  mental fatigue, CBM," """"",long COVID,CBM,Mental Fatigue,38388736,INCREASES,"We also compared the transcriptome profile of individuals with and without brain fog in our cohort with long COVID. Upregulated genes were enriched in pathways related to T cell differentiation and activation (for example, RUNX3, IFNG, TNFSF9), negative regulation of the immune response (for example, WASL, ID2, TNFAIP3) and circadian regulation of gene expression (for example, RORA, PER1, NRIP1)."
 long covid  →  mental fatigue, CBM," """"",long COVID,CBM,Mental Fatigue,37458167,INCREASES,"The most frequently reported manifestations of long COVID are neurological symptoms (hereafter, nLong COVID), which include headache, confusion and ‘brain fog’, mood disorders and dementia(Fig. 3)."
 SCNA  →  INFLAMMATORY RESPONSE, CBM," """"",SNCA,CBM,inflammatory response,35674870,INCREASES,"Interestingly, also α-syn silencing may cause neuroinflammation, suggesting that not only excessive α-syn concentrations but also perturbation of physiological α-syn levels could support PD pathogenesis"
 SCNA  →  INFLAMMATORY RESPONSE, CBM," """"",SNCA,CBM,inflammatory response,24275605,INCREASES,Signs of synergy between inflammation and alpha-synuclein-induced degeneration have been observed in numerous cell culture and animal model studies as discussed previously.
 SCNA  →  INFLAMMATORY RESPONSE, CBM," """"",SNCA,CBM,inflammatory response,24275605,REGULATES,"The level of alpha-synuclein protein increases after LPS stimulation of monocytes and lymphocytes [138], suggesting it may have some regulatory role in inflammatory responses."
 SCNA  →  INFLAMMATORY RESPONSE, CBM," """"",SNCA,CBM,inflammatory response,30342839,INCREASES,"At the molecular level, inflammatory mediators are known to promote α-synuclein misfolding and aggregation [34]. Importantly, there are also emerging, compelling links between inflammation and the spread of α-synuclein pathology, which could explain how systemic inflammation facilitates the propagation of α-synuclein pathology from peripheral tissues to central nervous system."
 SCNA  →  INFLAMMATORY RESPONSE, CBM," """"",Snca,CBM,inflammatory response,24275605,INCREASES,Viral overexpression of human alpha-synuclein in the mouse SN induces inflammation and microglial activation that is followed months later by progressive death of TH+ neurons[45].
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,35674870,ASSOCIATION,"Parkinson’s disease (PD) is characterized by the cardinal signs of the movement disorder such as tremor and postural instability, as well as the histopathological hallmarks of alpha-synuclein (α-syn) accumulation and loss of dopaminergic neurons in the substantia nigra (SN)."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,37248302,INCREASES,"Positive results for serum IP/RT-QuIC for patients with PD in the first, second and external cohorts were 210/221 (95%), 34/34 (100%) and 15/20 (75%), respectively (Table 2 and Extended Data Table 4). "
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,22315722,POSITIVE_CORRELATION,"In addition to a variety of antibodies directed against globally expressed tissue antigens such as heat shock protein (HSP)-65 and HSP-70 (Fiszer et al. 1996), PD patients also show brain-associated autoantibodies including those directed against, GM1, S100B, glial fibrillar acidic protein (GFAP), NGF, neurofilament, myelin basic protein, tau, Aβ, and neuronal calcium channels, as well as α-syn and its modified and fibriliary forms."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,22315722,POSITIVE_CORRELATION,"In PD patients, approximately 4% of the pigmented neurons contained Lewy bodies and all pigmented, Lewy body-containing neurons showed detectable IgG and α-syn within inclusions."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,22315722,POSITIVE_CORRELATION,"Moreover, levels of antibodies to α-syn and catecholamine-derived melanin (neuromelanin) are increased in PD patients with antineuromelanin immunoglobulin binding shown to be more active in early disease."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,38237586,POSITIVE_CORRELATION,"Immunostaining showed accumulation of p-a-Syn (cohort 1, Figure 7F) in COVID-19 samples compared with the expression in non-COVID-19 samples, which indicates a potential link of PD phenotypes within the substantia nigra of COVID-19 patients despite the lack of acute clinical symptoms specific to midbrain dysfunction.34"
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,22315722,POSITIVE_CORRELATION,"Indeed, aberrant species of disease-specific proteins, including phosphorylated α-syn, are present in tissues outside the CNS in PD patients."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,35674870,ASSOCIATION,"Duplication, triplication and point mutations in SNCA, the gene which codes for α-syn, are equally linked with late and early onset PD"
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,35674870,ASSOCIATION,"The inheritance of specific gene mutations in autosomal dominant (e.g. SNCA, LRRK2) and autosomal recessive (e.g. PINK1, PRKN, DJ-1) manner has been associated with the development of familial PD."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,22315722,INCREASES,"Although most cases of PD have no family history of disease, point mutations in the gene encoding α-syn (SNCA; OMIM 163890) are linked to autosomal-dominant parkinsonism (PARK1, OMIM 168601) (Polymeropoulos et al. 1996, 1997; Kruger et al. 1998; Zarranz et al. 2004), as are duplications and triplications of the SNCA gene (PARK4, OMIM 605543) (Singleton et al. 2003; Chartier-Harlin et al. 2004), all of which present increased aggregation of α-syn."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,30342839,INCREASES,"Several triggers of PD have already been proposed and include pathogens, environmental toxins as well as head trauma.Potential outcomes of triggering events may include long term gut dysfunction [6], chronic inflammation in critical tissues [7], or the direct misfolding of α-synuclein into pathogenic conformers."
 SCNA  →  Parkinson's disease, CBM," """"",Snca,CBM,Parkinson's disease,37248302,INCREASES,"The results of IP/RT-QuIC of the brain samples were all positive (Supplementary Fig. 6a and Supplementary Table 12a), and the forming rate was over 1,000 relative fluorescence units (RFU) per hour."
 SCNA  →  Parkinson's disease, CBM," """"",SNCA,CBM,Parkinson's disease,24275605,INCREASES,"The first identified mutation to cause PD was in the SNCA gene, which encodes alpha-synuclein."
 SCNA  →  Parkinson's disease, CBM," """"",Snca,CBM,Parkinson's disease,24275605,POSITIVE_CORRELATION,"Alpha-synuclein is also over-expressed in the T cells of these mice, thus the role of this protein in immune cells versus neurons will need to be evaluated in greater depth."
 SCNA  →  Parkinson's disease, CBM," """"",LMNA,CBM,Parkinson's disease,37985656,NEGATIVE_CORRELATION,"Concomitantly, prosurvival or anti-apoptotic genes such as LMNA, GADD45B and BCL2 were downregulated, indicative of more short-lived CD8 TEM in iPD(Supplementary Fig. 6M). "
DCC  → axon guidance,SCAI,"""""",DCC,SCAI,axon guidance,22782894,INCREASES,"We show here that during commissural axon navigation, APP, expressed at the growth cone, is part of the DCC receptor complex mediating netrin-1 dependent axon guidance. APP interacts with DCC in the presence of netrin-1 and enhances netrin-1 mediated-DCC intracellular signaling such as MAPK activation.Thus, APP functionally acts as a co- receptor for DCC to mediate axon guidance."
NAV3  → axon guidance,SCAI,"""""",NAV3,SCAI,axon guidance,20202123,ASSOCIATION,"The database search on TargetScan, PicTar and miRBase Target identified neurone navigator 3 (NAV3), a regulator of axon guidance, as a principal target of miR-29a, and actually NAV3 mRNA levels were elevated in AD brains."
NAV3  → Neurodegeneration,SCAI,"""""",NAV3,,Neurodegeneration,20202123,ASSOCIATION,"Aberrant microRNA expression in the brains of neurodegenerative diseases: miR-29a decreased in Alzheimer disease brains targets neurone navigator 3. However, we found significant down-regulation of miR-29a in Alzheimer disease (AD) brains. The database search on TargetScan, PicTar and miRBase Target identified neurone navigator 3 (NAV3), a regulator of axon guidance, as a principal target of miR-29a, and actually NAV3 mRNA levels were elevated in AD brains. MiR-29a-mediated down-regulation of NAV3 was verified by the luciferase reporter assay. By immunohistochemistry, NAV3 expression was most evidently enhanced in degenerating pyramidal neurones in the cerebral cortex of AD. These observations suggest the hypothesis that underexpression of miR-29a affects neurodegenerative processes by enhancing neuronal NAV3 expression in AD brains."
covid  → ALZHEIMER,CBM,"""""",COVID-19,CBM,Alzheimer,35032223,INCREASES,"Other findings included edema (5 cases), discrete perivascular hemorrhages (5), cerebral small vessel disease (3), perivascular hemosiderin deposits (3), Alzheimer type II glia (3), abundant corpora amylacea (3), foci of ischemic area (1), foci of periventricular encephalitis (1), fibrin thrombi (1) and periventricular vascular ectasia (1) (Fig. 6)."
COVID  → ABO,Sherpa,"""""",Sars-cov-2,Sherpa,ABO,35970849,ASSOCIATION,"We replicated with high confidence proteins encoded at ABO and OAS124,27,28, refined with robust confidence proteins encoded at loci near ELF5 and SFTPD15, and further provide suggestive evidence that proteins encoded at CSF3, HSP40, RAB2A, and NUDT5 might modulate SARS- CoV-2 susceptibility or the course of COVID-19 (Table�1)."
